Name	Group	SubGroup	Rank	Type	Macrotaxonomy	ShipCap	MoveSpeed	Metal	Crystal	BuildTime	Energy	AmmoType	Damage	Number	Reload	Range	Hull	Armor	Health	Engine	BonusType	Ability	Immunities	Memo	lol
Zenith Chameleon	Zenith Chameleon	Zenith Chameleon	1		Fleet Ships	96	76	"1,000"	400	00:09	50	Energy Bomb	"16,200"	1	12	"7,000"	Close-Combat	300	"206,000"	800	Heavy(x2.4)　Nautron(x2.4)　Structural(x2.4)　Ultra-Heavy(x2.4)			静止中は無害な残骸を装う	lol
Zenith Chameleon Mark II	Zenith Chameleon	Zenith Chameleon	2		Fleet Ships	96	76	"2,000"	800	00:17	100	Energy Bomb	"32,400"	1	12	"7,000"	Close-Combat	600	"414,000"	800	Heavy(x2.4)　Nautron(x2.4)　Structural(x2.4)　Ultra-Heavy(x2.4)			静止中は無害な残骸を装う	lol
Zenith Chameleon Mark III	Zenith Chameleon	Zenith Chameleon	3		Fleet Ships	96	76	"4,000"	"1,600"	00:34	100	Energy Bomb	"48,800"	1	12	"7,000"	Close-Combat	900	"620,000"	800	Heavy(x2.4)　Nautron(x2.4)　Structural(x2.4)　Ultra-Heavy(x2.4)			静止中は無害な残骸を装う	lol
Zenith Chameleon Mark IV	Zenith Chameleon	Zenith Chameleon	4		Fleet Ships	96	76	"6,000"	"2,400"	00:50	100	Energy Bomb	"65,200"	1	12	"7,000"	Close-Combat	"1,200"	"828,000"	800	Heavy(x2.4)　Nautron(x2.4)　Structural(x2.4)　Ultra-Heavy(x2.4)			静止中は無害な残骸を装う	lol
Zenith Chameleon Mark V	Zenith Chameleon	Zenith Chameleon	5		Fleet Ships	96	76	"8,000"	"3,200"	01:07	100	Energy Bomb	"81,600"	1	12	"7,000"	Close-Combat	"1,500"	"1,030,000"	800	Heavy(x2.4)　Nautron(x2.4)　Structural(x2.4)　Ultra-Heavy(x2.4)		鹵獲　核攻撃　EMP	静止中は無害な残骸を装う	lol
Zenith Electric Bomber	Zenith Electric Bomber	Zenith Electric Bomber	1		Fleet Ships	19	50	"4,000"	200	00:34	250	Energy Wave	"75,800"	1	12	"6,400"	Neutron	600	"520,000"	"2,000"	Polycrystal(x3.2)　Structural(x3.2)　Ultra-Heavy(x3.2)		麻痺攻撃　即死		lol
Zenith Electric Bomber Mark II	Zenith Electric Bomber	Zenith Electric Bomber	2		Fleet Ships	19	50	"8,000"	400	01:07	500	Energy Wave	"151,000"	1	12	"6,400"	Neutron	"1,200"	"1,050,000"	"2,000"	Polycrystal(x3.2)　Structural(x3.2)　Ultra-Heavy(x3.2)		麻痺攻撃　即死		lol
Zenith Electric Bomber Mark III	Zenith Electric Bomber	Zenith Electric Bomber	3		Fleet Ships	19	50	"16,000"	800	02:14	500	Energy Wave	"226,000"	1	12	"6,400"	Neutron	"1,800"	"1,570,000"	"2,000"	Polycrystal(x3.2)　Structural(x3.2)　Ultra-Heavy(x3.2)		麻痺攻撃　即死		lol
Zenith Electric Bomber Mark IV	Zenith Electric Bomber	Zenith Electric Bomber	4		Fleet Ships	19	50	"24,000"	"1,200"	03:20	500	Energy Wave	"302,000"	1	12	"6,400"	Neutron	"2,400"	"2,100,000"	"2,000"	Polycrystal(x3.2)　Structural(x3.2)　Ultra-Heavy(x3.2)		麻痺攻撃　即死		lol
Zenith Electric Bomber Mark V	Zenith Electric Bomber	Zenith Electric Bomber	5		Fleet Ships	19	50	"32,000"	"1,600"	04:27	500	Energy Wave	"378,000"	1	12	"6,400"	Neutron	"3,000"	"2,600,000"	"2,000"	Polycrystal(x3.2)　Structural(x3.2)　Ultra-Heavy(x3.2)		鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Zenith Hydra	Zenith Hydra	Zenith Hydra	1		Fleet Ships	32	72	"1,200"	"2,100"	00:18	300	Flame Wave	"5,520"	9	8	"4,500"	Artillery	0	"310,000"	200		"自己修復(0:30)　防御貫通(5,000)"	麻痺攻撃　EMP	一定ダメージを受けるたびにZenith Hydra Headを射出	lol
Zenith Hydra II	Zenith Hydra	Zenith Hydra	2		Fleet Ships	32	72	"2,400"	"4,200"	00:35	600	Flame Wave	"11,000"	9	8	"4,500"	Artillery	0	"620,000"	200		"自己修復(0:30)　防御貫通(10,000)"	麻痺攻撃　EMP	一定ダメージを受けるたびにZenith Hydra Headを射出	lol
Zenith Hydra III	Zenith Hydra	Zenith Hydra	3		Fleet Ships	32	72	"5,000"	"8,600"	01:12	600	Flame Wave	"16,600"	9	8	"4,500"	Artillery	0	"930,000"	200		"自己修復(0:30)　防御貫通(15,000)"	麻痺攻撃　EMP	一定ダメージを受けるたびにZenith Hydra Headを射出	lol
Zenith Hydra IV	Zenith Hydra	Zenith Hydra	4		Fleet Ships	32	72	"7,400"	"13,000"	01:49	600	Flame Wave	"22,000"	9	8	"4,500"	Artillery	0	"1,240,000"	200		"自己修復(0:30)　防御貫通(20,000)"	麻痺攻撃　EMP	一定ダメージを受けるたびにZenith Hydra Headを射出	lol
Core Zenith Hydra	Zenith Hydra	Zenith Hydra	5		Fleet Ships	32	72	"10,000"	"17,000"	02:22	600	Flame Wave	"27,600"	9	8	"4,500"	Artillery	0	"1,560,000"	200		自己修復(0:30)　防御貫通(25000)	鹵獲　麻痺攻撃　EMP　核攻撃　EMP	一定ダメージを受けるたびにZenith Hydra Headを射出	lol
Zenith Hydra Head	Zenith Hydra	Zenith Hydra Head	1	Drone	Fleet Ships		72	120	210	00:02	0	Flame Wave	"3,120"	3	2	"4,500"	Artillery	0	"156,000"			自動消耗(0:30)　Stand-Down中は自動消耗停止	麻痺攻撃　格納　丸呑み　EMP　修理		lol
Zenith Medic Frigate	Zenith Medic Frigate	Zenith Medic Frigate	1		Fleet Ships	8	68	"4,000"	"4,600"	00:39	"1,050"	Shell	"10,000"	5	2	"4,000"	Medium	600	"1,110,000"	"1,000"		修理機能(1)	狙撃　トラクタービーム　鹵獲　麻痺攻撃　即死　機雷		lol
Zenith Medic Frigate II	Zenith Medic Frigate	Zenith Medic Frigate	2		Fleet Ships	8	68	"8,000"	"9,000"	01:15	"2,100"	Shell	"20,000"	5	2	"4,000"	Medium	"1,200"	"2,220,000"	"1,000"		修理機能(1)	狙撃　トラクタービーム　鹵獲　麻痺攻撃　即死　機雷		lol
Zenith Medic Frigate III	Zenith Medic Frigate	Zenith Medic Frigate	3		Fleet Ships	8	68	"16,000"	"18,000"	02:30	"2,100"	Shell	"30,000"	5	2	"4,000"	Medium	"1,800"	"3,340,000"	"1,000"		修理機能(1)	狙撃　トラクタービーム　鹵獲　麻痺攻撃　即死　機雷		lol
Zenith Medic Frigate IV	Zenith Medic Frigate	Zenith Medic Frigate	4		Fleet Ships	8	68	"24,000"	"27,000"	03:46	"2,100"	Shell	"40,000"	5	2	"4,000"	Medium	"2,400"	"4,460,000"	"1,000"		修理機能(1)	狙撃　トラクタービーム　鹵獲　麻痺攻撃　即死　機雷		lol
Core Zenith Medic Frigate	Zenith Medic Frigate	Zenith Medic Frigate	5		Fleet Ships	8	68	"32,000"	"36,000"	05:01	"2,100"	Shell	"50,000"	5	2	"4,000"	Medium	"3,000"	"5,560,000"	"1,000"		修理機能(1)	狙撃　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP　機雷		lol
Zenith Mirror	Zenith Mirror	Zenith Mirror	1		Fleet Ships	96	58	0	600	00:05	100	Dark Matter	"2,040"	1	3	"13,000"	Neutron	"1,200"	"1,560,000"	100		射程内から受けた攻撃を撃ち返す　自身へのあらゆるダメージが増加(10倍)	狙撃　Blade攻撃　Fusion Cutter攻撃	範囲攻撃、ミサイル、近接攻撃は反射不可	lol
Zenith Mirror Mark II	Zenith Mirror	Zenith Mirror	2		Fleet Ships	96	58	0	"1,200"	00:10	200	Dark Matter	"4,080"	1	3	"13,000"	Neutron	"2,400"	"3,140,000"	100		射程内から受けた攻撃を撃ち返す　自身へのあらゆるダメージが増加(10倍)	狙撃　Blade攻撃　Fusion Cutter攻撃	範囲攻撃、ミサイル、近接攻撃は反射不可	lol
Zenith Mirror Mark III	Zenith Mirror	Zenith Mirror	3		Fleet Ships	96	58	0	"2,400"	00:20	200	Dark Matter	"6,120"	1	3	"13,000"	Neutron	"3,600"	"4,700,000"	100		射程内から受けた攻撃を撃ち返す　自身へのあらゆるダメージが増加(10倍)	狙撃　Blade攻撃　Fusion Cutter攻撃	範囲攻撃、ミサイル、近接攻撃は反射不可	lol
Zenith Mirror Mark IV	Zenith Mirror	Zenith Mirror	4		Fleet Ships	96	58	0	"3,600"	00:30	200	Dark Matter	"8,160"	1	3	"13,000"	Neutron	"4,800"	"6,280,000"	100		射程内から受けた攻撃を撃ち返す　自身へのあらゆるダメージが増加(10倍)	狙撃　Blade攻撃　Fusion Cutter攻撃	範囲攻撃、ミサイル、近接攻撃は反射不可	lol
Zenith Mirror Mark V	Zenith Mirror	Zenith Mirror	5		Fleet Ships	96	58	0	"4,800"	00:40	200	Dark Matter	"10,200"	1	3	"13,000"	Neutron	"6,000"	"7,800,000"	100		射程内から受けた攻撃を撃ち返す　自身へのあらゆるダメージが増加(10倍)	狙撃　Blade攻撃　Fusion Cutter攻撃　鹵獲　核攻撃　EMP	範囲攻撃、ミサイル、近接攻撃は反射不可	lol
Zenith Paralyzer	Zenith Paralyzer	Zenith Paralyzer	1		Fleet Ships	96	80	200	50	00:02	100	Flare	"2,540"	1	8	"5,000"	Medium	900	"51,000"	100		麻痺攻撃(8秒)			lol
Zenith Paralyzer Mark II	Zenith Paralyzer	Zenith Paralyzer	2		Fleet Ships	96	80	400	100	00:04	200	Flare	"5,080"	1	8	"5,000"	Medium	"1,800"	"102,000"	100		麻痺攻撃(10秒)			lol
Zenith Paralyzer Mark III	Zenith Paralyzer	Zenith Paralyzer	3		Fleet Ships	96	80	800	200	00:07	200	Flare	"7,600"	1	8	"5,000"	Medium	"2,700"	"154,000"	100		麻痺攻撃(12秒)			lol
Zenith Paralyzer Mark IV	Zenith Paralyzer	Zenith Paralyzer	4		Fleet Ships	96	80	"1,200"	300	00:10	200	Flare	"10,200"	1	8	"5,000"	Medium	"3,600"	"204,000"	100		麻痺攻撃(14秒)			lol
Zenith Paralyzer Mark V	Zenith Paralyzer	Zenith Paralyzer	5		Fleet Ships	96	80	"1,600"	400	00:14	200	Flare	"12,760"	1	8	"5,000"	Medium	"4,500"	"256,000"	100		麻痺攻撃(16秒)	鹵獲　核攻撃　EMP		lol
Zenith Polarizer	Zenith Polarizer	Zenith Polarizer	1		Fleet Ships	96	72	400	400	00:04	100	Dark Matter	196	1	2	"3,600"	Neutron	900	"156,000"	100		"敵艦の防御力が高いほど攻撃力が増加　防御貫通(999,999)"			lol
Zenith Polarizer Mark II	Zenith Polarizer	Zenith Polarizer	2		Fleet Ships	96	72	800	800	00:07	200	Dark Matter	392	1	2	"3,600"	Neutron	"1,800"	"314,000"	100		"敵艦の防御力が高いほど攻撃力が増加　防御貫通(999,999)"			lol
Zenith Polarizer Mark III	Zenith Polarizer	Zenith Polarizer	3		Fleet Ships	96	72	"1,600"	"1,600"	00:14	200	Dark Matter	588	1	2	"3,600"	Neutron	"2,700"	"470,000"	100		"敵艦の防御力が高いほど攻撃力が増加　防御貫通(999,999)"			lol
Zenith Polarizer Mark IV	Zenith Polarizer	Zenith Polarizer	4		Fleet Ships	96	72	"2,400"	"2,400"	00:20	200	Dark Matter	780	1	2	"3,600"	Neutron	"3,600"	"628,000"	100		"敵艦の防御力が高いほど攻撃力が増加　防御貫通(999,999)"			lol
Zenith Polarizer Mark V	Zenith Polarizer	Zenith Polarizer	5		Fleet Ships	96	72	"3,200"	"3,200"	00:27	200	Dark Matter	980	1	2	"3,600"	Neutron	"4,500"	"780,000"	100		"敵艦の防御力が高いほど攻撃力が増加　防御貫通(999,999)"	鹵獲　核攻撃　EMP		lol
Zenith Reprocessor	Zenith Reprocessor	Zenith Reprocessor	1		Fleet Ships	8	76	"2,000"	"2,000"	00:17	500	Acid	"44,800"	1	4	"8,000"	Medium	300	"1,860,000"	500		クローク機能　敵艦を資源に変換　防御貫通(750)	トラクタービーム　鹵獲　即死　機雷		lol
Zenith Reprocessor II	Zenith Reprocessor	Zenith Reprocessor	2		Fleet Ships	8	76	"4,000"	"4,000"	00:34	"1,000"	Acid	"90,000"	1	4	"8,000"	Medium	600	"3,740,000"	500		"クローク機能　敵艦を資源に変換　防御貫通(1,500)"	トラクタービーム　鹵獲　即死　機雷		lol
Zenith Reprocessor III	Zenith Reprocessor	Zenith Reprocessor	3		Fleet Ships	8	76	"8,000"	"8,000"	01:07	"1,000"	Acid	"134,000"	1	4	"8,000"	Medium	900	"5,600,000"	500		"クローク機能　敵艦を資源に変換　防御貫通(2,250)"	トラクタービーム　鹵獲　即死　機雷		lol
Zenith Reprocessor IV	Zenith Reprocessor	Zenith Reprocessor	4		Fleet Ships	8	76	"12,000"	"12,000"	01:40	"1,000"	Acid	"180,000"	1	4	"8,000"	Medium	"1,200"	"7,500,000"	500		"クローク機能　敵艦を資源に変換　防御貫通(3,000)"	トラクタービーム　鹵獲　即死　機雷		lol
Core Zenith Reprocessor	Zenith Reprocessor	Zenith Reprocessor	5		Fleet Ships	8	76	"16,000"	"16,000"	02:14	"1,000"	Acid	"224,000"	1	4	"8,000"	Medium	"1,500"	"9,300,000"	500	Composite(x8)　Heavy(x8)　Neutron(x8)　Polycrystal(x8)　Refractive(x8)	"クローク機能　敵艦を資源に変換　防御貫通(3,750)"	トラクタービーム　鹵獲　核攻撃　即死　EMP　機雷		lol
Zenith Siege Engine	Zenith Siege Engine	Zenith Siege Engine	1		Fleet Ships	16	66	"2,500"	"1,350"	00:21	500	Energy Bomb	"30,000"	1	10	"13,000"	Polycrystal	300	"620,000"	"1,000"	Heavy(x10)　Structural(x10)　Turret(x10)　Ultra-Heavy(x10)		トラクタービーム　麻痺攻撃　即死　機雷	移動中は攻撃不可、静止後にも再装填待ちが必要　着弾した周囲にも弱い波及ダメージ　フォースフィールド着弾時、その内部の敵にも弱い波及ダメージ	lol
Zenith Siege Engine II	Zenith Siege Engine	Zenith Siege Engine	2		Fleet Ships	16	66	"5,000"	"2,700"	00:42	"1,000"	Energy Bomb	"60,000"	1	10	"13,000"	Polycrystal	600	"1,250,000"	"1,000"	Heavy(x10)　Structural(x10)　Turret(x10)　Ultra-Heavy(x10)		トラクタービーム　麻痺攻撃　即死　機雷	移動中は攻撃不可、静止後にも再装填待ちが必要　着弾した周囲にも弱い波及ダメージ　フォースフィールド着弾時、その内部の敵にも弱い波及ダメージ	lol
Zenith Siege Engine III	Zenith Siege Engine	Zenith Siege Engine	3		Fleet Ships	16	66	"10,000"	"5,500"	01:24	"1,000"	Energy Bomb	"90,000"	1	10	"13,000"	Polycrystal	900	"1,870,000"	"1,000"	Heavy(x10)　Structural(x10)　Turret(x10)　Ultra-Heavy(x10)		トラクタービーム　麻痺攻撃　即死　機雷	移動中は攻撃不可、静止後にも再装填待ちが必要　着弾した周囲にも弱い波及ダメージ　フォースフィールド着弾時、その内部の敵にも弱い波及ダメージ	lol
Zenith Siege Engine IV	Zenith Siege Engine	Zenith Siege Engine	4		Fleet Ships	16	66	"15,000"	"8,000"	02:05	"1,000"	Energy Bomb	"120,000"	1	10	"13,000"	Polycrystal	"1,200"	"2,500,000"	"1,000"	Heavy(x10)　Structural(x10)　Turret(x10)　Ultra-Heavy(x10)		トラクタービーム　麻痺攻撃　即死　機雷	移動中は攻撃不可、静止後にも再装填待ちが必要　着弾した周囲にも弱い波及ダメージ　フォースフィールド着弾時、その内部の敵にも弱い波及ダメージ	lol
Core Zenith Siege Engine	Zenith Siege Engine	Zenith Siege Engine	5		Fleet Ships	16	66	"20,000"	"11,000"	02:47	"1,000"	Energy Bomb	"150,000"	1	10	"13,000"	Polycrystal	"1,500"	"3,100,000"	"1,000"	Heavy(x10)　Structural(x10)　Turret(x10)　Ultra-Heavy(x10)		トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP　機雷	移動中は攻撃不可、静止後にも再装填待ちが必要　着弾した周囲にも弱い波及ダメージ　フォースフィールド着弾時、その内部の敵にも弱い波及ダメージ	lol
Zenith Viral Shredder	Zenith Viral Shredder	Zenith Viral Shredder	1		Fleet Ships	96	52	600	400	00:05	50	Fusion Cutter	"2,340"	1	1	0	Close-Combat	900	"156,000"			"自己修復(7:30)　自動攻撃(範囲5,000)　防御貫通(10,000)　一定のビルドポイントごとに自己複製(23,400ポイントごと)"	トラクタービーム　鹵獲　フォースフィールド　修理	複製時にHP消費、一定値以下だと複製が行われない　生産上限を超えると複製に必要なポイントが増加	lol
Zenith Viral Shredder Mark II	Zenith Viral Shredder	Zenith Viral Shredder	2		Fleet Ships	96	52	"1,200"	800	00:10	100	Fusion Cutter	"4,680"	1	1	0	Close-Combat	"1,800"	"314,000"			"自己修復(7:30)　自動攻撃(範囲5,000)　防御貫通(10,000)　一定のビルドポイントごとに自己複製(46,800ポイントごと)"	トラクタービーム　鹵獲　フォースフィールド　修理	複製時にHP消費、一定値以下だと複製が行われない　生産上限を超えると複製に必要なポイントが増加	lol
Zenith Viral Shredder Mark III	Zenith Viral Shredder	Zenith Viral Shredder	3		Fleet Ships	96	52	"2,400"	"1,600"	00:20	100	Fusion Cutter	"7,000"	1	1	0	Close-Combat	"2,700"	"470,000"			"自己修復(7:30)　自動攻撃(範囲5,000)　防御貫通(10,000)　一定のビルドポイントごとに自己複製(70,000ポイントごと)"	トラクタービーム　鹵獲　フォースフィールド　修理	複製時にHP消費、一定値以下だと複製が行われない　生産上限を超えると複製に必要なポイントが増加	lol
Zenith Viral Shredder Mark IV	Zenith Viral Shredder	Zenith Viral Shredder	4		Fleet Ships	96	52	"3,600"	"2,400"	00:30	100	Fusion Cutter	"9,360"	1	1	0	Close-Combat	"3,600"	"628,000"			"自己修復(7:30)　自動攻撃(範囲5,000)　防御貫通(10,000)　一定のビルドポイントごとに自己複製(93,600ポイントごと)"	トラクタービーム　鹵獲　フォースフィールド　修理	複製時にHP消費、一定値以下だと複製が行われない　生産上限を超えると複製に必要なポイントが増加	lol
Zenith Viral Shredder Mark V	Zenith Viral Shredder	Zenith Viral Shredder	5		Fleet Ships	96	52	"4,800"	"3,200"	00:40	100	Fusion Cutter	"11,720"	1	1	0	Close-Combat	"4,500"	"780,000"			"自己修復(7:30)　自動攻撃(範囲5,000)　防御貫通(10,000)　一定のビルドポイントごとに自己複製(117,200ポイントごと)"	トラクタービーム　鹵獲　フォースフィールド　核攻撃　EMP　修理	複製時にHP消費、一定値以下だと複製が行われない　生産上限を超えると複製に必要なポイントが増加	lol
Decoy Drone	Decoy Drone	Decoy Drone	1		Fleet Ships	40	72	800	0	00:07	250	Shell	20	1	10	"3,000"	Ultra-Light	0	"1,000,000"	"10,000"		周囲の味方への攻撃をすべて自分に誘引	Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　即死　機雷		lol
Experimental Engineer Drone	Experimental Engineer Drone	Experimental Engineer Drone	1		Fleet Ships	39	220	"9,600"	"6,000"	01:20	0						Neutron	0	"920,000"			テレポート機能　自己修復(3:00)　敵の探知不可　修理機能(15)　製造支援(6)	Dark Matter弾　狙撃　Blade攻撃　Fusion Cutter攻撃　Minor Electric弾　磨耗　トラクタービーム　鹵獲　フォースフィールド　核攻撃　EMP　機雷		lol
MicroParasite	MicroParasite	MicroParasite	1		Fleet Ships	98	92	"2,800"	"6,800"	00:57	800	Shell	"8,000"	1	2	"6,000"	Ultra-Light	"3,000"	"72,000"	100	Artillery(x4)　Heavy(x4)　Polycrystal(x4)	"敵艦を鹵獲　防御貫通(3,000)"	鹵獲　核攻撃　EMP		lol
Speed Booster	Speed Booster	Speed Booster	1		Fleet Ships	98	136	"3,000"	700	00:25	800	Dark Matter	"8,400"	1	2	"4,000"	Ultra-Light	"7,800"	"8,800"	100				惑星内の味方の移動速度強化	lol
Translocator	Translocator	Translocator	1		Fleet Ships	98	84	"1,200"	400	00:10	50	Minor Electric	"6,000"	1	3	"5,000"	Ultra-Light	200	"53,200"			テレポート機能	狙撃　トラクタービーム	攻撃対象を惑星内のどこかにワープさせる	lol
Flagship	Flagship	Flagship	1		Star Ships	2	64	"60,000"	"40,000"	08:20	"10,000"	Shell	"24,000"	5	4	"4,200"	Heavy	"1,000"	"10,000,000"	"100,000"	Close-Combat(x4)　Medium(x4)　Polycrystal(x4)	"レーダー妨害(12,000)　エンジンダメージ(10)　味方艦の攻撃力増加(+40%、射程6,000)　防御貫通(1,000)"	Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Flagship Mark II	Flagship	Flagship	2		Star Ships	2	64	"120,000"	"80,000"	16:40	"10,000"	Shell	"48,000"	5	4	"4,400"	Heavy	"2,000"	"20,000,000"	"100,000"	Close-Combat(x4)　Medium(x4)　Polycrystal(x4)	"レーダー妨害(12,000)　エンジンダメージ(10)　味方艦の攻撃力増加(+70%、射程8,000)　防御貫通(2,000)"	Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Flagship Mark III	Flagship	Flagship	3		Star Ships	2	64	"240,000"	"160,000"	33:20	"10,000"	Shell	"72,000"	5	4	"4,600"	Heavy	"3,000"	"30,000,000"	"100,000"	Close-Combat(x4)　Medium(x4)　Polycrystal(x4)	"レーダー妨害(12,000)　エンジンダメージ(10)　味方艦の攻撃力増加(+100%、射程10,000)　防御貫通(3,000)"	Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Flagship Mark IV	Flagship	Flagship	4		Star Ships	2	64	"350,000"	"240,000"	48:37	"10,000"	Shell	"96,000"	5	4	"4,800"	Heavy	"4,000"	"40,000,000"	"100,000"	Close-Combat(x4)　Medium(x4)　Polycrystal(x4)	"レーダー妨害(12,000)　エンジンダメージ(10)　味方艦の攻撃力増加(+130%、射程12,000)　防御貫通(4,000)"	Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Flagship Mark V	Flagship	Flagship	5		Star Ships	2	64	"480,000"	"320,000"	66:40	"10,000"	Shell	"120,000"	5	4	"5,000"	Heavy	"5,000"	"50,000,000"	"100,000"	Close-Combat(x4)　Medium(x4)　Polycrystal(x4)	"レーダー妨害(12,000)　エンジンダメージ(10)　味方艦の攻撃力増加(+160%、射程14,000)　防御貫通(5,000)"	Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Zenith Starship	Zenith Starship	Zenith Starship	1		Star Ships	1	64	"80,000"	"120,000"	16:40	"20,000"	Missile	"11,500"	25	4	"5,200"	Neutron	"1,000"	"32,000,000"	"100,000"	Close-Combat(x4)　Light(x4)　Medium(x4)　Refractive(x4)	ワープ探知	Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Zenith Starship Mark II	Zenith Starship	Zenith Starship	2		Star Ships	1	64	"160,000"	"240,000"	33:20	"20,000"	Missile	"23,000"	25	4	"5,400"	Neutron	"2,000"	"64,000,000"	"100,000"	Close-Combat(x4)　Light(x4)　Medium(x4)　Refractive(x4)	ワープ探知	Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Zenith Starship Mark III	Zenith Starship	Zenith Starship	3		Star Ships	1	64	"320,000"	"480,000"	66:40	"20,000"	Missile	"34,400"	25	4	"5,600"	Neutron	"3,000"	"96,000,000"	"100,000"	Close-Combat(x4)　Light(x4)　Medium(x4)　Refractive(x4)	ワープ探知	Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Zenith Starship Mark IV	Zenith Starship	Zenith Starship	4		Star Ships	1	64	"480,000"	"700,000"	97:14	"20,000"	Missile	"46,000"	25	4	"5,800"	Neutron	"4,000"	"128,000,000"	"100,000"	Close-Combat(x4)　Light(x4)　Medium(x4)　Refractive(x4)	ワープ探知	Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Zenith Starship Mark V	Zenith Starship	Zenith Starship	5		Star Ships	1	64	"640,000"	"950,000"	131:57	"20,000"	Missile	"57,600"	25	4	"6,000"	Neutron	"5,000"	"160,000,000"	"100,000"	Close-Combat(x4)　Light(x4)　Medium(x4)　Refractive(x4)	ワープ探知	Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Spire Starship	Spire Starship	Spire Starship	1		Star Ships	1	64	"90,000"	"110,000"	15:17	"20,000"	Beam Weapon	"960,000"	1	1	"6,200"	Medium	500	"22,000,000"	"100,000"		防御貫通(750)	Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Spire Starship Mark II	Spire Starship	Spire Starship	2		Star Ships	1	64	"180,000"	"220,000"	30:34	"20,000"	Beam Weapon	"1,920,000"	1	1	"6,400"	Medium	"1,000"	"44,000,000"	"100,000"		"防御貫通(1,500)"	Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Spire Starship Mark III	Spire Starship	Spire Starship	3		Star Ships	1	64	"350,000"	"440,000"	61:07	"20,000"	Beam Weapon	"2,880,000"	1	1	"6,600"	Medium	"1,500"	"66,000,000"	"100,000"		"防御貫通(2,250)"	Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Spire Starship Mark IV	Spire Starship	Spire Starship	4		Star Ships	1	64	"540,000"	"650,000"	90:17	"20,000"	Beam Weapon	"3,840,000"	1	1	"6,800"	Medium	"2,000"	"88,000,000"	"100,000"		"防御貫通(3,000)"	Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Spire Starship Mark V	Spire Starship	Spire Starship	5		Star Ships	1	64	"700,000"	"850,000"	118:04	"200,000"	Beam Weapon	"4,800,000"	1	1	"7,000"	Medium	"2,500"	"110,000,000"	"100,000"		"防御貫通(3,750)"	Fusion Cutter攻撃　防御強化　トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP		lol
Human Raid Starship	Human Raid Starship	Human Raid Starship	1		Star Ships	3	296	"2,000"	"80,000"	11:07	"5,000"	Laser	"102,400"	1	3	"5,500"	Ultra-Light	"90,000"	"2,000,000"		Structural(x4)　Turret(x0.2)　Ultra-Heavy(x4)	"レーダー妨害(8,000)　防御貫通(999,999)"	Dark Matter弾　Blade攻撃　Fusion Cutter攻撃　範囲攻撃　ブラックホール効果　防御強化　トラクタービーム　鹵獲　麻痺攻撃　丸呑み　フォースフィールド　核攻撃　即死　EMP		lol
Human Raid Starship Mark II	Human Raid Starship	Human Raid Starship	2		Star Ships	3	296	"4,000"	"160,000"	22:14	"7,000"	Laser	"204,800"	1	3	"5,500"	Ultra-Light	"90,000"	"4,000,000"		Structural(x4)　Turret(x0.2)　Ultra-Heavy(x4)	"レーダー妨害(8,000)　防御貫通(999,999)"	ミサイル弾　Dark Matter弾　Blade攻撃　Fusion Cutter攻撃　範囲攻撃　ブラックホール効果　防御強化　トラクタービーム　鹵獲　麻痺攻撃　丸呑み　フォースフィールド　核攻撃　即死　EMP		lol
